Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
152,August - M082000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.6,17.1,NA,169
95,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9.5,55.4,NA,163
202,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,12.5,11.2,NA,83
203,September - M092000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,9,24.1,NA,90
232,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.3,27.2,NA,105
233,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.3,20.5,NA,68
234,September - M092000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,12.2,16.7,NA,76
150,September - M092000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,12.5,NA,237
151,September - M092000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.4,14.5,NA,107
152,September - M092000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,28.4,NA,182
95,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.6,54.2,NA,148
202,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.9,35.5,NA,75
203,October - M102000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,10.9,40.5,NA,128
232,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.5,32.8,NA,124
233,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,14.3,20.4,NA,79
234,October - M102000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16.6,15.7,NA,77
150,October - M102000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,13.6,NA,182
151,October - M102000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.1,10.4,NA,91
152,October - M102000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.4,36.2,NA,167
95,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,11.4,54,NA,228
202,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,15.1,44.6,NA,110
203,November - M112000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,14.2,47.2,NA,140
232,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,16,31.5,NA,128
233,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.5,23.9,NA,98
234,November - M112000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.5,22,NA,106
150,November - M112000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,9.1,NA,144
151,November - M112000,Andhra Pradesh,Hyderabad,NA,Industrial Area,7,8.1,NA,66
152,November - M112000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.1,22,NA,166
95,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,17.5,82.5,NA,254
202,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,18.4,42,NA,136
203,December - M122000,Andhra Pradesh,Hyderabad,Andhra Pradesh  Pollution Control Board,NA,13.7,69.5,NA,192
232,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,13.1,20.2,NA,173
233,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.3,18.2,NA,101
234,December - M122000,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh  Pollution Control Board,NA,11.1,16.9,NA,152
150,December - M122000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.3,15,NA,188
151,December - M122000,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.7,12.7,NA,88
152,December - M122000,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.2,45.3,NA,246
